date,voltage_kv,current_a,power_factor,harmonic_distortion_percent,temperature_c,discharge_time_s,fuse_status,health_status,failure_mode
2025-08-29,10.83043886036498,51.85030557634478,0.9475253463980048,3.457805609925785,43.50920392464607,9.908715512810229,Good,Healthy,Normal
2024-09-16,10.886760554049236,51.83682753408089,0.9682716925246648,2.196821049319655,49.47806570687857,9.864438199478716,Good,Healthy,Normal
2025-01-23,11.347768878782889,54.24551055371572,0.9441206610467164,2.928400748141933,40.44637875995757,9.821485399596696,Good,Healthy,Normal
2025-06-10,10.381286680888714,50.54704235916485,0.9765728165649644,3.31318447386498,43.18048983535278,10.227952097585352,Good,Healthy,Normal
2024-03-11,12.0,58.77670421221602,0.9450207170304183,3.971570950954356,46.93612784875544,10.684315778766177,Good,Healthy,Normal
2026-07-25,10.915807538763572,48.36993752091576,0.9578073238879076,2.846094773025313,44.038844821689615,9.11030053474639,Good,Healthy,Normal
2026-03-26,10.588961994086036,30.0,0.8386110045101578,2.875978612610003,41.80733997954796,11.99507759567481,Good,Healthy,Normal
2025-05-31,11.520862332029424,52.91772151505944,0.9474096550627312,3.579857285295132,42.87932229603796,10.427777829510356,Good,Healthy,Normal
2024-03-29,11.12986125086074,45.47841687447796,0.9627718491755476,2.0,44.80176060405805,9.394491900118773,Good,Healthy,Normal
2025-08-02,10.641491925436032,43.57707867150015,0.969556310993724,2.0,48.46077102995078,10.693174698631422,Good,Healthy,Normal
2024-03-17,10.946484820022722,44.82378838790313,0.9389270138930564,2.0,50.89417539874917,10.017631775985864,Good,Healthy,Normal
2026-09-13,11.39892535069107,40.63279348022692,0.9629178084055178,2.0,48.75685098586992,10.080649771331348,Good,Healthy,Normal
2025-04-29,10.24141315166416,53.752895837608826,0.9416761119022948,2.0,43.64996142601256,10.628574608431286,Good,Healthy,Normal
2025-11-19,10.632399482618377,58.28104126028648,0.9451387760223826,3.002287936143504,48.21109548068979,10.635946210969328,Good,Healthy,Normal
2025-07-15,10.737060162052398,50.88875053134016,0.9580096277301264,3.1310651862158485,44.76766961782202,9.402353118200375,Good,Healthy,Normal
2024-12-10,11.132681174699814,47.08620671194209,0.9012236568344714,2.865720837813696,49.26824440829982,10.463107701120796,Good,Healthy,Normal
2024-01-31,11.312833673882505,45.714212217918586,0.9285821500387778,3.482472415243185,44.32961164402245,10.357000247046043,Good,Healthy,Normal
2024-03-08,11.002621849859093,50.23490296882371,0.9409986905704152,3.6228499323474983,41.79713871185221,9.928810257489353,Good,Healthy,Normal
2025-08-24,10.61007352688918,55.409924046249714,0.9230084757689692,2.584786232094729,45.1020822332167,10.055686300920026,Good,Healthy,Normal
2026-04-04,11.874068534560418,55.20030909951288,0.9352045767205406,2.0,43.84298210706645,10.217251323045652,Good,Healthy,Normal
2026-07-28,10.608700701290706,53.53516179805393,0.98,2.0,43.98072297705743,10.115803737084049,Good,Healthy,Normal
2024-10-13,11.165990165284509,50.95249839889533,0.9641890363427807,2.5645136294301567,46.53931739452825,9.870226661208042,Good,Healthy,Normal
2024-12-16,11.18820476304876,45.48974222821245,0.932606738374506,4.12543478441477,41.43176432139801,10.821336476627982,Good,Healthy,Normal
2026-03-25,11.31622710832115,32.62910912448017,0.8345645608521425,4.609520665775973,45.68248762719616,12.31798387535587,Good,Healthy,Normal
2025-09-24,11.128599485177965,48.796674127348936,0.9501576036938946,2.6743889478514964,44.50699438234383,10.106046676537089,Good,Healthy,Normal
2024-01-24,11.406758608684834,43.84567841783022,0.9545491986920824,4.307142754282428,40.17755029631632,10.092316929266152,Good,Healthy,Normal
2026-07-13,10.817379511255076,41.64415113752968,0.98,3.468978078148468,43.52412928539155,10.664028444493484,Good,Healthy,Normal
2025-06-09,11.420991847726064,48.15396399776277,0.8918602356135671,2.625177943378194,41.884368537468085,9.184362092269527,Good,Healthy,Normal
2026-08-15,11.01020858360646,42.67163071328952,0.914618993925212,3.366746407892257,43.84837577600765,10.10114020381061,Good,Healthy,Normal
2025-05-03,11.789059028781091,54.92724842807609,0.967383091849938,2.5444604739761294,42.33227751531503,10.477650279118876,Good,Healthy,Normal
2025-09-05,11.595853748553532,49.58141020075394,0.9276090774323366,2.606470144030271,45.53608415043143,10.614607392148525,Good,Healthy,Normal
2026-01-14,10.709991833673158,44.21792091628072,0.967001586648351,3.417680752239401,45.32233312302268,10.193685740316496,Good,Healthy,Normal
2024-05-19,10.98265755630661,51.1710736626826,0.98,2.001645959261209,47.95296719542975,9.893005577887246,Good,Healthy,Normal
2024-04-17,10.870204324318198,42.48428523440947,0.945085138718281,2.7272764302523296,36.909340071175286,9.972852566741096,Good,Healthy,Normal
2024-09-01,10.70973827509764,52.942892022103045,0.98,3.3946715298229813,41.41235081389445,10.222301334110073,Good,Healthy,Normal
2025-03-28,11.249932061870188,43.00346912599029,0.9573529858598284,2.0,46.87652405049311,10.442615741494496,Good,Healthy,Normal
2025-12-25,10.673050805837212,50.13656689925719,0.9490525859491112,2.0,42.17880325054694,9.71961954651007,Good,Healthy,Normal
2025-07-14,10.423333798397127,41.56327826444645,0.9141221500426422,2.0,42.87293712710853,10.976629568763284,Good,Healthy,Normal
2025-06-21,11.685268071998356,53.47601450042,0.95567502047323,2.012126659099251,42.45944710162391,10.624809452648334,Good,Healthy,Normal
2025-02-08,10.234446248722138,52.57127378008917,0.9574411488342828,3.577808983000689,48.773060079611504,9.83296138451003,Good,Healthy,Normal
2024-03-27,11.25045859381219,45.11222377600724,0.9519866461085844,3.751387123371789,39.99178415663589,10.271680096189968,Good,Healthy,Normal
2026-06-27,11.15998259557258,42.96528299743415,0.9411630214551836,3.1108863828284177,50.11377627989213,9.445943770870564,Good,Healthy,Normal
2024-02-09,12.0,53.169595111590056,0.9094971482668478,3.186454314769428,43.01464060569484,10.426216667398112,Good,Healthy,Normal
2026-09-12,11.2528677162364,49.56649431925896,0.9751523811271872,3.406056122428081,44.29522718543708,9.55324245374036,Good,Healthy,Normal
2026-09-22,11.487856688834626,50.00377753727298,0.9637171563721684,2.0,46.34094515102956,9.680707087427486,Good,Healthy,Normal
2024-05-16,11.13352513293463,54.44815397811718,0.9516456797855084,4.065480375065351,43.448134649698886,10.70467372009279,Good,Healthy,Normal
2026-05-31,10.391551644829915,56.8168825676917,0.93789687528788,3.91041849968557,49.72120264966532,10.2283440053652,Good,Healthy,Normal
2026-06-04,10.863794991698157,56.168621391680965,0.9338980963793898,3.1884757610181027,43.02993196311776,9.86984547936428,Good,Healthy,Normal
2024-07-17,11.275026049512276,45.15827772568183,0.9521075101229192,2.0,43.19589706814636,10.159890967071268,Good,Healthy,Normal
2026-08-31,10.38616001777197,47.043609953151474,0.95716689022152,2.0,40.51947066524057,8.938026208649667,Good,Healthy,Normal
2024-06-17,11.524776357659668,47.32382394219716,0.9763478813126863,3.1975996046924,51.225782617875794,9.655406090955216,Good,Healthy,Normal
2025-07-23,10.724942358531733,49.26487288284575,0.966814689642591,3.207802507353313,41.12212395854321,9.733915718436403,Good,Healthy,Normal
2025-04-22,10.448853925081789,53.40679755221474,0.9581721461540352,2.692191528861116,42.48424260465831,9.556659538858272,Good,Healthy,Normal
2026-06-13,10.904879577793391,42.51276665697126,0.977264579502645,2.696373927101999,43.533341642868926,10.79447016422204,Good,Healthy,Normal
2026-01-24,11.590064086870765,55.721465342799696,0.922242628990884,3.763860351633423,44.84067959490927,9.724509098230875,Good,Healthy,Normal
2024-02-29,10.990491896048656,44.98735317681096,0.9496297372801522,2.7113413610798616,45.96815568101427,9.58638452822384,Good,Healthy,Normal
2024-10-17,10.947775390731264,49.15589138404994,0.9514010432622636,4.161878302608191,42.21794059742828,10.119184491367392,Good,Healthy,Normal
2025-10-21,10.709675848723023,46.94307376305686,0.9481411158677282,2.76049807797825,48.35050132658986,10.093208084872025,Good,Healthy,Normal
