date,vibration_mm_s,current_a,voltage_v,power_factor,temperature_c,runtime_hours,bearing_condition,health_status,failure_mode
2025-04-07,1.3396661872214042,117.95211355912322,416.150353795957,0.8748871544545697,63.32962126027231,7547,Worn,Healthy,Normal
2026-08-20,1.8782441771580487,80.85939929412532,418.297256205568,0.8098025792636259,61.53672808353985,15665,Worn,Healthy,Normal
2025-03-12,1.404980482499253,96.42554577189571,414.098041591188,0.9186424237338264,48.94069044335247,7134,Fair,Healthy,Normal
2025-03-14,0.7009378240581262,104.62172666081943,425.1215481164343,0.7818412997703594,60.94853083805198,7173,Good,Healthy,Normal
2025-03-19,1.6329391148260242,95.63280263959405,414.66933692687087,0.95,58.76487149627002,7257,Fair,Healthy,Normal
2025-07-22,1.6478122443735477,84.83357450579209,422.38467213059135,0.7916110224366032,61.08387781881314,9264,Worn,Healthy,Normal
2026-01-31,1.756807232115548,100.3471374875256,405.15747893280974,0.8827487792110844,64.05399322795854,12406,Good,Healthy,Normal
2025-11-10,0.807006028800501,105.05589241835877,422.44556554164143,0.95,57.978012884080194,11071,Worn,Healthy,Normal
2025-09-27,1.1237823813234824,85.33214809384323,412.4929892655718,0.8987656229238989,62.57814044221978,10336,Good,Healthy,Normal
2024-01-31,1.6252464251729384,103.46448209496975,411.5998763921076,0.8616126848580502,61.46536236649341,519,Good,Healthy,Normal
2025-11-05,1.4612782696370032,88.04706236400756,422.254637741396,0.9403598321818942,51.586706529386575,10999,Worn,Healthy,Normal
2025-08-27,2.1001308748694147,95.36838637914602,412.94286696442,0.9076950367127874,50.6512915015229,9815,Worn,Healthy,Normal
2024-08-03,1.2531217084193438,84.4341810134025,412.8594241951705,0.9250379895317156,64.25110871056746,3538,Worn,Healthy,Normal
2024-03-04,1.5105019208163797,106.81952971294965,413.4486662170327,0.8662083176244221,59.34928472816158,1052,Worn,Healthy,Normal
2024-11-14,2.403930494007197,70.78649516505394,417.1827990207884,0.8951967420543098,50.88533782229081,5233,Worn,Healthy,Normal
2024-02-09,1.6926586898644185,91.16142563798869,415.7686255297276,0.8529104359223,54.28514851084688,662,Fair,Healthy,Normal
2024-08-23,1.359662461566613,83.07043185804615,414.5083018660263,0.8005704446424541,54.48205341392114,3864,Worn,Healthy,Normal
2026-08-05,1.9789198155541337,92.09118208305436,415.1700404811408,0.7817489102286682,63.50747390962357,15406,Worn,Healthy,Normal
2025-05-21,1.7368160384057272,90.7361887001846,417.77756323171127,0.8040656744256952,57.913165931974575,8271,Fair,Healthy,Normal
2024-03-13,1.7596732571205862,115.32738913002578,414.4561992577157,0.870085586104947,63.45071995855556,1200,Fair,Healthy,Normal
2026-09-22,0.81308258755067,113.78469627461504,415.5791229361348,0.8694802262045994,48.89789495532437,16206,Worn,Healthy,Normal
2024-06-17,1.4752681451737837,106.74819492166604,409.3863898921885,0.8691204873092025,60.83226104106528,2717,Worn,Healthy,Normal
2026-06-13,1.661592741229103,112.83816859853562,421.4749279240848,0.8772110176170174,64.22901436281464,14594,Worn,Healthy,Normal
2025-12-06,0.9130600177955136,106.02062271015318,425.33953169081775,0.7484158876396987,54.74345044180328,11511,Good,Healthy,Normal
2024-03-11,1.6554537827990023,114.75356216949552,419.2882981160101,0.8420030735018286,59.90491896048656,1154,Fair,Healthy,Normal
2024-03-08,1.4264713092489307,91.74502803207488,413.3930707917351,0.8706465727137812,57.18137723598013,1106,Worn,Healthy,Normal
2024-11-02,2.0504431234556018,82.31560634437149,416.6158385709239,0.8426198706850665,58.56981749065879,5016,Worn,Healthy,Normal
2026-06-24,2.0721465342799696,86.12131449544198,418.8193017581671,0.8473446599151544,57.24509098230875,14768,Worn,Healthy,Normal
2026-03-15,2.584968294040271,85.76317363116077,405.7407863421267,0.8891794832399303,56.60678469352949,13087,Good,Healthy,Normal
2026-03-25,1.7860031391502365,92.95271564389115,407.3120760177541,0.8427547710459284,57.7702814306942,13263,Fair,Healthy,Normal
2025-02-06,0.6962200678155129,92.37275221433784,411.1542882510635,0.8030048449445567,64.14737420965874,6604,Worn,Healthy,Normal
2026-05-20,0.5,100.47493468251643,413.7546407767348,0.7663553049344213,62.02106432638666,14198,Worn,Healthy,Normal
2025-09-24,1.1967483058921302,104.55904195170704,412.704548448905,0.8152699815418427,54.22818665883508,10277,Worn,Healthy,Normal
2025-02-27,1.2433932167642074,97.71400084659982,410.0282531269575,0.7218833170602345,59.04486118699916,6940,Good,Healthy,Normal
2024-10-02,1.395338161424067,93.30927261340084,420.1995234369804,0.8197192230131568,69.13004856773468,4477,Good,Healthy,Normal
2025-08-07,1.1405838061956348,107.4500531287728,414.0265135194166,0.8467905911445751,60.45876242224186,9515,Worn,Healthy,Normal
2024-10-21,2.098315743322825,93.90217095680616,414.3299141666354,0.8507344097364599,56.0755084345888,4799,Fair,Healthy,Normal
2025-08-05,1.2323324564918885,103.5845361820962,411.34521862142265,0.887896092496181,63.42753869395102,9486,Fair,Healthy,Normal
2025-12-15,1.351258899563075,135.51983738573946,416.6039286296634,0.8317025971802936,53.64969455643984,11668,Worn,Healthy,Normal
2024-01-24,1.6507736711668062,99.65288230294756,409.1566098119024,0.907141140725751,63.75966516343387,383,Worn,Healthy,Normal
2025-06-06,1.825760995669753,88.62314329575183,413.9925423302624,0.8496739342385271,62.99397194780955,8525,Good,Healthy,Normal
2025-05-08,1.9436454186333711,92.36713895821418,415.189689177238,0.8841664496405535,58.95343090210319,8070,Fair,Healthy,Normal
2024-08-06,1.464199370292968,99.6277776349016,418.6381477181849,0.8525972942903649,63.6632003860779,3587,Worn,Healthy,Normal
2025-08-28,1.3057396124084957,101.90423889925056,417.2460936064252,0.8245096653404559,60.17220505852921,9837,Fair,Healthy,Normal
2026-09-18,0.8053506348945049,98.043014688531,420.3004486995433,0.8474238535737677,62.51545184311873,16145,Good,Healthy,Normal
2026-09-25,0.5,106.83223014788808,414.4259887562047,0.8783385863092089,56.713137230026376,16249,Fair,Healthy,Normal
2026-04-20,1.6218286118513572,89.0979159320057,410.07230199639537,0.8015128140182662,60.5526765873697,13723,Good,Healthy,Normal
2025-11-19,1.5727605988841205,93.85877434991684,415.7049134980603,0.9294313464021796,63.477012372751496,11237,Fair,Healthy,Normal
2026-02-26,1.6941560027117248,112.49504900706158,408.33611301260174,0.8325280336391522,56.1371562562188,12846,Worn,Healthy,Normal
2026-04-09,0.5,103.88375729230168,414.5258788435957,0.8242608662542629,61.217651020931726,13519,Good,Healthy,Normal
2025-03-20,1.3208299239893888,93.5245819436484,418.7209598574997,0.8409387913390949,56.75313480839287,7269,Fair,Healthy,Normal
2025-11-16,2.031970493780428,102.52568845996625,421.9226602379695,0.8722099163645336,65.50661478867882,11176,Good,Healthy,Normal
2024-04-17,1.523699335658207,91.39586634716048,413.07722227885085,0.900314640460722,57.115540652384254,1724,Fair,Healthy,Normal
2025-07-04,2.3777378491577448,115.73019725214856,412.6709721544092,0.8424581144216652,59.63026217195804,8995,Fair,Healthy,Normal
2026-04-15,1.745752823623392,99.90711438432184,416.5349053634312,0.9406703849257712,58.28560569221218,13636,Worn,Healthy,Normal
2024-07-11,1.821361379933772,113.29152530132431,415.9826058485074,0.8854501878794256,59.55132152856387,3123,Good,Healthy,Normal
2025-07-03,1.3516962704651008,102.4132193491678,409.24492958190245,0.869316165890578,58.97764389506939,8971,Fair,Healthy,Normal
2024-11-08,2.449316352825782,92.52788320852176,402.8787986986353,0.8942022698180525,65.48421948546216,5126,Fair,Healthy,Normal
2025-06-10,1.6482877725703808,104.63184795267584,415.98646132815605,0.8655654336721442,68.4997868728819,8578,Worn,Healthy,Normal
2025-08-12,0.9261543050921665,100.852094496339,400.0443201454964,0.8406551920919008,51.8476337814243,9599,Worn,Healthy,Normal
2024-05-19,1.345226780343005,103.26133022242118,408.7444321180735,0.896201350960345,59.075489317785056,2258,Good,Healthy,Normal
2024-05-21,1.80300497567282,87.19570647503717,423.7739709099218,0.7459035296058139,68.48228184145019,2304,Good,Healthy,Normal
