date,oil_temp_c,winding_temp_c,load_percent,insulation_resistance_mohm,partial_discharge_pc,oil_quality,maintenance_performed,health_status,failure_mode
2024-01-01,67.48357076505616,69.1704141929729,81.47688538100692,1614.2272392306018,47.658466252766644,Good,0,Healthy,Normal
2024-01-02,63.8293152152541,79.47527689304435,82.67434729152909,1464.7894210548786,55.42560043585965,Fair,0,Healthy,Normal
2024-01-03,62.68291153593769,67.20562147857846,77.41962271566034,1356.503981650665,32.75082167486967,Fair,0,Healthy,Normal
2024-01-04,62.188562353795135,63.923013277993455,78.14247332595274,1431.8981943359092,35.87696298664709,Poor,0,Healthy,Normal
2024-01-05,72.32824384460777,68.64534219708078,75.67528204687923,1393.1438860339908,44.556172754748175,Fair,0,Healthy,Normal
2024-01-06,65.55461294854933,63.09403853546618,78.75698018345672,1454.9520982560896,47.083062502067236,Fair,0,Healthy,Normal
2024-01-07,61.991466938853016,81.11366910705362,74.86502775262066,1420.6716803283075,58.225449121031886,Good,0,Healthy,Normal
2024-01-08,58.89578175014489,71.25318157002853,55.403298761202244,1400.3860463326178,51.96861235869123,Good,0,Healthy,Normal
2024-01-09,68.69233289997705,71.02820968713982,73.8435171761176,1477.4172228308034,35.214780096325725,Fair,0,Healthy,Normal
2024-01-10,61.40077895802646,67.23616737424128,85.57122226218915,1525.7713717176343,32.36959844637266,Fair,0,Healthy,Normal
2024-01-11,66.62041984697397,67.6895063175021,68.23077999694041,1545.8757216630652,60.30999522495951,Poor,0,Healthy,Normal
2024-01-12,69.65640059558099,64.96469486066417,71.90787624148786,1524.8447573552673,59.75545127122359,Fair,0,Healthy,Normal
2024-01-13,62.60412881077355,68.8860461400171,63.93665025993972,1410.2845031939496,58.125258223941984,Fair,0,Healthy,Normal
2024-01-14,68.07607313293194,69.567939270518,85.03532897892023,1510.8418681652527,43.54880245394876,Fair,1,Healthy,Normal
2024-01-15,64.82086980445024,79.38786193488404,48.80254895910255,1561.6426878281418,50.870470682381715,Good,0,Healthy,Normal
2024-01-16,63.50496324767066,70.55056465921301,55.124310853991076,1483.5246084121866,53.57112571511746,Good,0,Healthy,Normal
2024-01-17,72.38947022370758,66.89037869035812,66.91506397106812,1462.3682217311598,59.15402117702074,Good,0,Healthy,Normal
2024-01-18,66.64375554829843,66.82143877739777,80.13267433113356,1507.280816201103,59.68644990532889,Fair,0,Healthy,Normal
2024-01-19,61.48973453061324,68.03402712041338,71.07891846867842,1390.2363788900911,52.96120277064576,Good,0,Healthy,Normal
2024-01-20,66.30527636089944,70.03068073985476,72.65412866624852,1393.8471943462189,45.79354677234641,Fair,0,Healthy,Normal
2024-01-21,63.286427417366156,65.18633638467028,73.3871428833399,1530.3038142610903,68.8618590121053,Good,0,Healthy,Normal
2024-01-22,65.8728890641592,71.54530234433659,74.25554084233833,1356.0921588525719,49.73486124550783,Fair,0,Healthy,Normal
2024-01-23,65.30115104970513,84.77945267491171,73.07639035218878,1522.616050675021,49.65288230294757,Good,0,Healthy,Normal
2024-01-24,59.15660981190234,76.85693688709013,82.51933032686775,1559.3273960282283,40.906125452052606,Good,0,Healthy,Normal
2024-01-25,72.0139715546805,61.588893623246314,80.8685709380027,1664.2841719357482,40.09463674869312,Good,0,Healthy,Normal
2024-01-26,62.16851135198614,70.59790819052584,69.965243458838,1383.70024267004,50.68562974806027,Fair,0,Healthy,Normal
2024-01-27,59.688481431369475,72.84155458381109,65.80575765766197,1616.2450803763154,42.16746707663763,Fair,0,Healthy,Normal
2024-01-28,63.38969241897162,74.88110330421802,62.69135683566045,1517.0594950953098,63.07142754282428,Good,0,Healthy,Normal
2024-01-29,56.96258382719386,71.10780315119382,77.59882794248423,1558.6367153832982,37.63049289121918,Poor,0,Healthy,Normal
2024-01-30,58.39771693457862,73.13164939370138,77.96984673233186,1518.7869637759406,53.46448209496975,Fair,0,Healthy,Normal
2024-01-31,61.59987639210755,71.39352218296602,77.93072473298682,1446.4236436480223,68.65774511144757,Good,0,Healthy,Normal
2024-02-01,67.36916460455893,62.852179016784106,81.5655360863383,1426.8988747329508,57.87084603742452,Poor,0,Healthy,Normal
2024-02-02,70.79297789503703,65.07590608988974,84.63376129244321,1530.9585695202372,58.2206015999449,Poor,0,Healthy,Normal
2024-02-03,74.48396491326974,68.52767130398277,67.4626383564251,1433.2864177780857,41.841897150345616,Good,0,Healthy,Normal
2024-02-04,64.61449145292949,72.04691184889987,77.7669079933002,1562.0387436777019,50.13001891877907,Fair,0,Healthy,Normal
2024-02-05,72.26767038578659,68.41205900057227,100.0,1546.9250510823754,41.42842443583717,Fair,0,Healthy,Normal
2024-02-06,59.645537509694435,72.89483449145911,72.7653721467415,1553.550037056907,54.73237624573545,Good,0,Healthy,Normal
2024-02-07,64.63585543671563,64.91923769158957,59.851527753141355,1466.5113785949734,58.56398794323472,Poor,0,Healthy,Normal
2024-02-08,66.07046872065102,62.52556732772807,76.73180925851182,1528.8988034796628,41.16142563798867,Poor,0,Healthy,Normal
2024-02-09,65.76862552972764,70.349252310676,63.57029702169377,1526.8340520261213,55.60784526368234,Poor,0,Healthy,Normal
2024-02-10,70.41525621587638,76.32281231220942,61.22330632042909,1429.6631220063657,55.1503526720866,Good,0,Healthy,Normal
2024-02-11,67.56892975456104,73.09028611783629,100.0,1542.8167883019876,61.35565640180599,Poor,0,Healthy,Normal
2024-02-12,69.770008817466,73.90834750783479,71.84730755359655,1556.9226915369952,42.27174785462428,Fair,0,Healthy,Normal
2024-02-13,63.815906966299956,67.08781871302538,75.81874139386322,1673.5993925005132,31.32734807408252,Poor,0,Healthy,Normal
2024-02-14,68.43130095187257,60.32370477286209,70.28068134210567,1581.6712947725523,50.64280019095463,Good,0,Healthy,Normal
2024-02-15,59.61127611035347,65.70817774444019,81.79597748934675,1445.2225026212147,52.16458589581975,Fair,0,Healthy,Normal
2024-02-16,65.22785919951907,66.0903979143651,96.43944089325325,1547.5439266738508,29.74857413342393,Fair,0,Healthy,Normal
2024-02-17,65.93227157384713,66.02928121138967,83.52433334796224,1440.5609446175474,48.85263558533101,Poor,0,Healthy,Normal
2024-02-18,67.52493639490228,75.19453116502073,62.997035929442234,1474.9124073119287,45.25054688839044,Good,0,Healthy,Normal
2024-02-19,61.73335383713144,80.59272544168658,79.04981710960955,1405.4337034248715,59.17861947054776,Fair,0,Healthy,Normal
2024-02-20,75.61078098506317,76.19479156330688,59.80630034045987,1463.6824445350312,62.669111491866225,Good,0,Healthy,Normal
2024-02-21,61.461652671906094,72.66291656887736,82.74634053429337,1430.4802146316438,49.404746439382,Poor,0,Healthy,Normal
2024-02-22,48.79366329965464,63.85367415199426,72.4743184860684,1406.4162613526362,66.32411303931636,Fair,0,Healthy,Normal
2024-02-23,57.84929311019684,67.3597330798181,76.30740577286092,1608.0954966799586,35.6413784882056,Poor,0,Healthy,Normal
2024-02-24,70.8158187607748,70.06139836611752,65.18491348952048,1534.6577605697453,51.9905969557347,Poor,0,Healthy,Normal
2024-02-25,61.99891561420603,70.41881250994011,71.14686403138239,1508.5138008938434,56.62130674521047,Good,0,Healthy,Normal
2024-02-26,72.93008408072676,62.57310700703891,96.33033374656267,1353.5934150358123,48.482149049644164,Fair,0,Healthy,Normal
2024-02-27,67.94158603242288,71.6859512064102,68.77300480179406,1484.3908312232045,45.06999065341167,Good,0,Healthy,Normal
2024-02-28,62.053176215278945,75.09761258212615,78.57015485965047,1448.031780355451,58.995998754332504,Fair,0,Healthy,Normal
2024-02-29,66.53649760438304,74.87717271303376,81.29628841923612,1437.8253741808446,44.39818959803031,Poor,0,Healthy,Normal
2024-03-01,68.7364680256163,73.66222159260079,74.79098406035853,1508.7995537481586,62.77664895788425,Fair,0,Healthy,Normal
2024-03-02,62.04214305582085,73.28258428702023,72.97807347566106,1483.6739097579584,60.9877685198719,Good,0,Healthy,Normal
2024-03-03,69.12708174494014,74.88105781600383,88.05478807154329,1501.5752881224569,56.81952971294964,Poor,0,Healthy,Normal
2024-03-04,69.18477455137092,71.94499811493066,73.69856945632316,1475.4533795029959,55.95157025436914,Poor,1,Healthy,Normal
2024-03-05,59.96991309250149,62.714868323273606,86.58110873500068,1559.3747020472201,56.24119817052155,Poor,0,Healthy,Normal
2024-03-06,68.1417275463214,69.92651936291851,66.02745628514168,1505.6853418645296,43.22838288487888,Poor,0,Healthy,Normal
2024-03-07,69.87559866708875,69.11765571098717,66.74502803207488,1475.8960618760257,54.12931454275624,Good,0,Healthy,Normal
2024-03-08,62.18137723598013,65.0666776266014,77.43687211491913,1518.3724928331544,44.9305682462887,Good,0,Healthy,Normal
2024-03-09,62.644808471908384,71.39229962414582,60.51915658502676,1394.4402169217583,42.81555778747564,Poor,0,Healthy,Normal
2024-03-10,63.932764241440765,71.86544539358803,89.75356216949552,1564.3244717401515,48.40061470036573,Good,0,Healthy,Normal
2024-03-11,64.90491896048655,63.98482381217315,74.8148686400761,1478.3506020809896,53.227185603380896,Fair,0,Healthy,Normal
2024-03-12,60.86384528223839,73.11607908544704,90.32738913002578,1491.8429888657358,54.01711722098941,Good,0,Healthy,Normal
2024-03-13,68.45071995855557,67.59267716868499,77.24092481810416,1500.9444300586347,50.97676098548832,Fair,0,Healthy,Normal
2024-03-14,61.134951080722665,70.14706104555366,79.9799829124545,1608.835770584628,59.59270826085207,Good,0,Healthy,Normal
2024-03-15,75.76591228755778,65.3959146226717,83.72320636720679,1513.7506504303765,71.89802933217672,Poor,0,Healthy,Normal
2024-03-16,60.95850857322424,64.96166894691534,69.00607354555977,1340.7078206767644,44.74244978319239,Fair,0,Healthy,Normal
2024-03-17,61.20433669223151,70.90236271885725,78.4175597577716,1640.7128129411915,59.5042383818605,Good,0,Healthy,Normal
2024-03-18,62.115481721687985,64.60951197190985,79.91919171506505,1400.9825094734517,68.31458765854353,Good,0,Healthy,Normal
2024-03-19,70.89720060360644,67.18494608737177,57.868654709091224,1601.540428062406,48.85460154747382,Fair,0,Healthy,Normal
2024-03-20,71.1890815598673,60.433434047233796,69.00624977046228,1500.3932774788639,50.46980593764742,Fair,0,Healthy,Normal
2024-03-21,62.749672642603784,73.737099594085,64.32379570617405,1489.321538623403,51.20295631711899,Poor,0,Healthy,Normal
2024-03-22,67.57219417029374,74.26968926853334,63.75357908162131,1384.9414371948283,62.77676821898509,Poor,0,Healthy,Normal
2024-03-23,66.66157005989795,65.50908078066068,90.51151975522524,1508.6755975719645,61.792971840638266,Good,0,Healthy,Normal
2024-03-24,65.33759240705055,82.36448754929192,92.55340842443204,1481.3276888640694,59.71570950954356,Fair,0,Healthy,Normal
2024-03-25,68.22687974792574,78.21178934519409,65.35076539419896,1551.453859499883,60.58424486849588,Poor,0,Healthy,Normal
2024-03-26,56.20630256788443,62.900448924005346,54.607678222398995,1479.794487416658,57.17542255795962,Good,0,Healthy,Normal
2024-03-27,72.51178526048014,70.44456868251865,91.28615545571292,1396.4923906338831,32.96617560644845,Good,0,Healthy,Normal
2024-03-28,66.33934509766007,72.30439269363585,74.67305251905907,1460.8659149848545,49.10879960487212,Poor,1,Healthy,Normal
2024-03-29,66.83299123048424,64.36072128203587,69.86133082663306,1420.5589858583287,49.37320902726828,Poor,0,Healthy,Normal
2024-03-30,69.77571160250619,64.08564372198674,80.04046515517844,1460.230678622067,42.07127167737656,Good,0,Healthy,Normal
2024-03-31,64.46484820022721,63.78854606548376,69.46350694652818,1410.1591580558363,69.6472513291639,Fair,0,Healthy,Normal
2024-04-01,65.17631775985865,65.80164695204449,77.13979910734221,1491.5753962731876,47.79030400466777,Good,0,Healthy,Normal
2024-04-02,68.07083350021712,74.54504626028383,69.69498852389472,1456.8136319516489,47.24948302848356,Fair,0,Healthy,Normal
2024-04-03,53.49039417632208,60.908853626808686,88.66874267444524,1623.3725785125964,47.50963960443622,Fair,0,Healthy,Normal
2024-04-04,61.78710735948486,71.86750092726122,100.0,1471.333786781987,48.72082408519233,Good,1,Healthy,Normal
2024-04-05,66.01731817933612,65.46189552829418,60.77746290402326,1451.5070336818105,39.18451996385605,Good,0,Healthy,Normal
2024-04-06,73.43570817536282,75.2898385416967,74.92027358683383,1610.9958104167522,50.77368307647618,Good,0,Healthy,Normal
2024-04-07,60.693578993358685,79.13874446361794,80.38910043684659,1422.2065384255156,48.09661321916392,Poor,0,Healthy,Normal
2024-04-08,60.62190873307621,61.70320161421398,84.26177547531641,1643.2062480352597,36.01432426180859,Fair,0,Healthy,Normal
2024-04-09,67.81484618345286,66.09614458526904,70.12874616235304,1455.5704556820847,41.36009230320184,Fair,0,Healthy,Normal
2024-04-10,65.24260813972414,65.01429930153377,77.70456825779839,1496.2321417913147,47.6105195313359,Fair,0,Healthy,Normal
2024-04-11,60.46218168979201,66.53937201659001,82.55391225825755,1537.5687890718286,40.22444755201449,Fair,0,Healthy,Normal
2024-04-12,65.49666152714613,74.50832274023074,58.305947188786284,1540.7520144284952,43.37376241054153,Good,0,Healthy,Normal
2024-04-13,67.8529933429658,65.4204450607449,56.95117899335481,1377.9343171587627,50.48084946661382,Fair,0,Healthy,Normal
