date,voltage_kv,current_a,power_factor,harmonic_distortion_percent,temperature_c,discharge_time_s,fuse_status,health_status,failure_mode
2024-01-01,11.248357076505616,49.308678494144075,0.9629537707620138,4.523029856408026,44.29753987582999,9.88293152152541,Good,Healthy,Normal
2024-01-02,11.789606407753695,53.837173645764544,0.9406105122813009,3.5425600435859645,43.60974692156261,9.76713512321487,Good,Healthy,Normal
2024-01-03,11.120981135783017,40.43359877671101,0.9155016433497393,2.437712470759027,41.96150663899673,10.157123666297636,Good,Healthy,Normal
2024-01-04,10.545987962239394,42.93848149332354,0.9793129753784311,2.774223699513464,45.202584614063774,9.287625906893272,Good,Healthy,Normal
2024-01-05,10.72780863773741,50.554612948549334,0.9269801284515539,3.375698018345672,43.198083930243584,9.854153125103362,Good,Healthy,Normal
2024-01-06,10.699146693885302,59.26139092254469,0.9497300555052413,2.0,47.46763473630957,9.389578175014488,Good,Healthy,Normal
2024-01-07,11.104431797502377,40.201649380601125,0.9234362790220313,3.1968612358691235,47.21539973998623,10.085684140594985,Good,Healthy,Normal
2024-01-08,10.94217585880588,48.494481522053555,0.9204295601926514,2.2801557916052912,43.61808368712064,10.528561113109458,Good,Healthy,Normal
2024-01-09,11.17180914478423,41.18479922318633,0.9564816793878959,2.6149177195836835,42.96923399908212,10.305838144420434,Good,Healthy,Normal
2024-01-10,11.515499761247975,54.65640059558099,0.9332156495355471,2.6907876241487854,45.99379029421069,10.48777256356118,Good,Healthy,Normal
2024-01-11,10.760412881077356,49.07170511668092,0.9278733005198794,2.0,47.43757746718259,10.678120014285412,Good,Healthy,Normal
2024-01-12,10.963994939209833,55.01766448946012,0.9572327205009526,2.3548802453948756,46.08418681652524,10.769018283232985,Good,Healthy,Normal
2024-01-13,10.982086980445024,57.82321827907003,0.8976050979182051,3.821902504375224,45.26114120471451,9.850496324767066,Good,Healthy,Normal
2024-01-14,11.04588038826775,40.06215542699554,0.9456065622432497,3.3571125715117462,49.43368213422455,9.740864890863175,Good,Healthy,Normal
2024-01-15,10.595753198553407,47.491214782077314,0.9683080423540414,3.3287511096596845,43.41071938869889,10.256633716556678,Good,Healthy,Normal
2024-01-16,11.04853877467402,54.84322495266444,0.9359589381224529,2.6723378534022317,43.823675540603524,9.26824252593394,Good,Healthy,Normal
2024-01-17,11.148060138532289,51.30527636089945,0.9501022691328491,2.765412866624853,40.75388777384876,9.78967733861732,Good,Healthy,Normal
2024-01-18,10.828642741736616,45.9886136538919,0.9467742857666798,3.4040508568145382,50.65855770363159,10.08728890641592,Good,Healthy,Normal
2024-01-19,11.128775195361381,49.62777042116917,0.9116245756940191,2.9734861245507833,45.18069062982308,11.231621056242643,Good,Healthy,Normal
2024-01-20,10.903819517609438,51.50773671166806,0.9493057646058951,2.0,48.428468443545064,10.375966516343388,Good,Healthy,Normal
2024-01-21,11.395515973521523,45.4530627260263,0.978055886218722,2.0,46.760571281400814,11.095227812904989,Good,Healthy,Normal
2024-01-22,10.504731837434656,47.16851135198614,0.9519930273017527,2.4965243458838007,40.348009706801605,10.034281487403014,Good,Healthy,Normal
2024-01-23,10.468848143136947,52.36796215317591,0.9316115153153239,4.54993440501754,42.65024012299129,9.838969241897162,Good,Healthy,Normal
2024-01-24,11.406758608684834,43.84567841783022,0.9545491986920825,4.307142754282428,40.17755029631632,10.092316929266152,Good,Healthy,Normal
2024-01-25,11.129941397124211,53.909114358886555,0.9252609857824383,2.0,46.56582469685069,10.148492336616593,Good,Healthy,Normal
2024-01-26,11.125246425172937,51.73224104748488,0.9363995055684301,3.2322536971610036,45.879217419896044,9.642824290986816,Good,Healthy,Normal
2024-01-27,11.932887255572378,52.36916460455894,0.926173930055947,3.6565536086338297,42.075954989318035,10.393542301871227,Good,Healthy,Normal
2024-01-28,11.579297789503702,45.89658840824145,0.9692675225848864,3.4127809269364984,47.46618047998347,10.948396491326974,Good,Healthy,Normal
2024-01-29,10.877305941998564,46.23131917821255,0.9322097114074895,2.1841897150345617,44.76869487175769,10.170575987408322,Good,Healthy,Normal
2024-01-30,11.13834539966501,54.13591624518012,0.9502600378375581,4.453534077157316,44.206029500286135,11.36008458329481,Good,Healthy,Normal
2024-01-31,11.312833673882503,45.714212217918586,0.9285821500387778,3.482472415243185,44.32961164402245,10.357000247046045,Good,Healthy,Normal
2024-02-01,11.236618812286773,49.63585543671564,0.9330641256386318,2.0,43.660455143798934,10.428199397161736,Good,Healthy,Normal
2024-02-02,11.107046872065101,43.77130610644006,0.9534636185170235,3.385317379728837,42.3484276913966,10.076862552972765,Good,Healthy,Normal
2024-02-03,11.029104359223,44.28514851084688,0.9571557472069656,3.5607845263682343,48.24915372952583,10.526901026017452,Good,Healthy,Normal
2024-02-04,10.311165316021455,45.310874800424386,0.9603007053441731,3.513785950912209,46.54514305891814,11.926365745327361,Good,Healthy,Normal
