date,voltage_per_cell_v,temperature_c,load_percent,backup_time_min,charger_efficiency_percent,operating_mode,health_status,failure_mode
2024-01-01,2.1248357076505617,24.72347139765763,66.47688538100692,37.61514928204013,91.76584662527667,Inverter,Healthy,Normal
2024-01-02,2.088293152152541,28.158425631014783,67.67434729152909,27.65262807032524,92.54256004358596,Boost,Healthy,Normal
2024-01-03,2.076829115359377,24.068540492859487,62.41962271566034,20.43359877671101,90.27508216748697,Float,Healthy,Normal
2024-01-04,2.0718856235379515,22.974337759331153,63.142473325952736,25.459879622393945,90.58769629866471,Inverter,Healthy,Normal
2024-01-05,2.1732824384460776,24.54844739902693,60.67528204687924,22.87625906893272,91.45561727547482,Boost,Healthy,Normal
2024-01-06,2.1055461294854934,22.698012845155393,63.75698018345672,26.996806550405974,91.70830625020672,Boost,Healthy,Normal
2024-01-07,2.06991466938853,28.704556369017876,59.86502775262066,24.711445355220498,92.82254491210318,Boost,Healthy,Normal
2024-01-08,2.038957817501449,25.41772719000951,40.403298761202244,23.359069755507846,92.19686123586912,Inverter,Healthy,Normal
2024-01-09,2.1369233289997704,25.34273656237994,58.843517176117594,28.494481522053555,90.52147800963257,Boost,Healthy,Normal
2024-01-10,2.064007789580265,24.078722458080424,70.57122226218915,31.71809144784231,90.23695984463727,Inverter,Healthy,Normal
2024-01-11,2.11620419846974,24.229835439167367,53.23077999694041,33.058381444204336,93.03099952249595,Boost,Healthy,Normal
2024-01-12,2.14656400595581,23.321564953554724,56.907876241487855,31.65631715701782,92.97554512712236,Inverter,Healthy,Normal
2024-01-13,2.0760412881077355,24.628682046672367,48.93665025993972,24.018966879596647,92.81252582239419,Boost,Healthy,Normal
2024-01-14,2.1678120014285414,24.855979756839332,70.03532897892023,31.80818012523817,91.35488024539488,Boost,Healthy,Normal
2024-01-15,2.118069780275421,28.07607313293194,59.64173960890049,37.82321827907003,89.38025489591026,Boost,Healthy,Normal
2024-01-16,2.141095125218761,25.17409413647634,57.009926495341325,30.45880388267751,90.0124310853991,Float,Healthy,Normal
2024-01-17,2.0890164056081244,25.714225143023494,74.77894044741517,27.40864890863176,91.1915063971068,Boost,Healthy,Normal
2024-01-18,2.0749121478207733,26.83080423540415,63.287511096596845,27.351198981164806,92.51326743311336,Inverter,Healthy,Normal
2024-01-19,2.104853877467402,26.937289981065778,52.979469061226474,28.361689267011158,91.60789184686784,Boost,Healthy,Normal
2024-01-20,2.026824252593394,25.59224055412915,62.610552721798896,30.025567283212304,91.76541286662486,Boost,Healthy,Normal
2024-01-21,2.0292314628974792,24.15870935446928,56.572854834732304,25.988613653891903,91.83871428833399,Float,Healthy,Normal
2024-01-22,2.120202542840727,28.77237180242106,61.74577812831839,31.28775195361382,91.92555408423384,Float,Healthy,Normal
2024-01-23,2.004061439235048,24.946972249101567,60.60230209941027,40.0,91.80763903521888,Float,Healthy,Normal
2024-01-24,2.115077367116681,24.930576460589513,48.31321962380468,35.7141140725751,92.75193303268678,Float,Healthy,Normal
2024-01-25,2.1395515973521526,23.18122509041052,74.02794310936099,22.990744686038596,92.58685709380028,Inverter,Healthy,Normal
2024-01-26,2.2,23.01892734973862,54.33702270397228,30.498256825438204,91.4965243458838,Boost,Healthy,Normal
2024-01-27,2.0224668284466936,25.137125949612056,49.37696286273895,32.36796215317591,91.0805757657662,Float,Healthy,Normal
2024-01-28,2.1774967202508773,23.433493415327526,56.77938483794324,34.06758608684835,90.76913568356605,Boost,Healthy,Normal
2024-01-29,2.1113729967302066,27.614285508564855,43.92516765438772,30.92316929266152,92.25988279424843,Inverter,Healthy,Normal
2024-01-30,2.1390911435888658,22.526098578243836,46.795433869157236,32.60970782808449,92.29698467323318,Float,Healthy,Normal
2024-01-31,2.112524642517294,25.69289641899395,53.19975278421509,31.161268485805017,92.29307247329868,Float,Healthy,Normal
2024-02-01,2.064282429098682,28.731549022289514,64.73832920911788,24.043482513986756,92.65655360863383,Float,Healthy,Normal
2024-02-02,2.051265916488634,26.574169207484903,71.58595579007404,25.89658840824145,92.96337612924432,Boost,Healthy,Normal
2024-02-03,2.120639046346825,26.64412031998898,78.96792982653947,28.773059419985646,91.24626383564251,Inverter,Healthy,Normal
2024-02-04,2.0555242785187238,23.368379430069123,59.228982905858956,31.70575987408322,92.27669079933001,Inverter,Healthy,Normal
2024-02-05,2.1413591624518014,25.026003783755815,74.53534077157317,28.67671583381022,94.72016916658961,Float,Healthy,Normal
2024-02-06,2.1312833673882503,23.285684887167434,49.29107501938888,32.41236207621593,91.77653721467415,Inverter,Healthy,Normal
2024-02-07,2.1357000247046045,25.94647524914709,59.271710873431275,25.766031409657977,90.48515277531413,Float,Healthy,Normal
2024-02-08,2.077674252396649,26.712797588646943,62.14093744130204,23.771306106440058,92.17318092585118,Inverter,Healthy,Normal
2024-02-09,2.119265868986442,23.232285127597734,61.53725105945528,30.29104359223,90.85702970216937,Float,Healthy,Normal
2024-02-10,2.1178893680174142,26.12156905273647,70.83051243175277,35.26901026017451,90.6223306320429,Float,Healthy,Normal
2024-02-11,2.053108748004244,26.03007053441732,65.1378595091221,32.57523843153024,95.0,Boost,Healthy,Normal
2024-02-12,2.1285445255346582,27.271131280361196,69.54001763493203,33.25695625652899,91.68473075535965,Inverter,Healthy,Normal
2024-02-13,2.1379484610246635,23.454349570924855,57.63181393259991,27.573182260854484,92.08187413938633,Inverter,Healthy,Normal
2024-02-14,2.2,21.265469614816503,66.86260190374513,21.936420644051744,91.52806813421057,Float,Healthy,Normal
2024-02-15,2.1544475298483685,25.128560038190926,49.22255222070694,26.42348145370016,92.67959774893468,Inverter,Healthy,Normal
2024-02-16,2.063481668414143,25.43291717916395,60.45571839903814,26.741998261970913,94.14394408932533,Float,Healthy,Normal
2024-02-17,2.131695951115901,20.949714826684787,61.86454314769428,26.69106767615806,92.85243333479622,Boost,Healthy,Normal
2024-02-18,2.060373963078365,24.7705271170662,65.04987278980457,34.32877597085061,90.79970359294423,Float,Healthy,Normal
2024-02-19,2.0832749382079525,24.050109377678087,53.46670767426288,38.82727120140548,92.40498171096095,Boost,Healthy,Normal
2024-02-20,2.0369558022832477,26.835723894109552,81.22156197012633,35.16232630275574,90.48063003404599,Boost,Healthy,Normal
2024-02-21,2.0757882963566874,27.533822298373245,52.92330534381219,32.219097140731144,92.77463405342934,Float,Healthy,Normal
2024-02-22,2.053653476421096,24.8809492878764,27.58732659930927,24.878061793328552,91.74743184860684,Float,Healthy,Normal
2024-02-23,2.0376108409017575,28.26482260786327,45.69858622039367,27.799777566515083,92.13074057728609,Boost,Healthy,Normal
2024-02-24,2.172063664453306,22.128275697641122,71.63163752154959,30.051165305097935,91.01849134895205,Inverter,Healthy,Normal
2024-02-25,2.1231051737131637,25.398119391146942,53.99783122841205,30.349010424950094,91.61468640313824,Boost,Healthy,Normal
2024-02-26,2.1056758672625624,26.324261349042093,75.86016816145352,23.810922505865754,94.13303337465626,Inverter,Healthy,Normal
2024-02-27,2.002395610023875,24.696429809928834,65.88317206484577,31.404959338675162,91.3773004801794,Inverter,Healthy,Normal
2024-02-28,2.0895938874821365,24.013998130682335,54.106352430557884,34.24801048510513,92.35701548596505,Float,Healthy,Normal
2024-02-29,2.0653545202369674,26.799199750866503,63.072995208766095,34.0643105941948,92.62962884192362,Boost,Healthy,Normal
2024-03-01,2.0585502494538965,23.87963791960606,67.47293605123262,33.05185132716733,91.97909840603585,Float,Healthy,Normal
2024-03-02,2.1058663691654393,27.55532979157685,54.0842861116417,32.73548690585019,91.7978073475661,Float,Healthy,Normal
2024-03-03,2.089115939838639,27.19755370397438,68.2541634898803,34.06754818000319,93.30547880715433,Float,Healthy,Normal
2024-03-04,2.101050192081638,26.363905942589927,56.89733243406544,31.62083176244221,91.86985694563232,Boost,Healthy,Normal
2024-03-05,2.104849798249636,26.190314050873827,51.81779316766527,40.0,90.9939826185003,Float,Healthy,Normal
2024-03-06,2.0392905693606136,27.316221747000135,67.91662693962935,33.12059908526078,92.62834550926428,Boost,Healthy,Normal
