date,vibration_mm_s,current_a,voltage_v,power_factor,temperature_c,runtime_hours,bearing_condition,health_status,failure_mode
2024-01-01,1.7483570765056164,98.61735698828815,418.23844269050346,0.9261514928204012,58.82923312638332,16,Fair,Healthy,Normal
2024-01-02,1.3829315215254097,115.79212815507391,418.83717364576455,0.8265262807032524,62.712800217929825,34,Good,Healthy,Normal
2024-01-03,1.2682911535937689,95.34270246429743,416.2098113578302,0.7543359877671101,51.375410837434835,48,Worn,Healthy,Normal
2024-01-04,1.2188562353795136,89.87168879665576,416.5712366629764,0.8045987962239394,52.93848149332354,64,Good,Healthy,Normal
2024-01-05,2.232824384460777,97.74223699513465,415.33764102343963,0.7787625906893272,57.27808637737409,88,Worn,Healthy,Normal
2024-01-06,1.5554612948549331,88.49006422577698,416.87849009172834,0.8199680655040598,58.54153125103362,105,Worn,Healthy,Normal
2024-01-07,1.1991466938853015,118.52278184508938,414.93251387631034,0.797114453552205,64.11272456051594,125,Worn,Healthy,Normal
2024-01-08,0.8895781750144889,102.08863595004756,405.2016493806011,0.7835906975550785,60.984306179345616,149,Good,Healthy,Normal
2024-01-09,1.8692332899977053,101.7136828118997,414.4217585880588,0.8349448152205355,52.60739004816286,159,Good,Healthy,Normal
2024-01-10,1.1400778958026456,95.39361229040213,420.2856111310946,0.867180914478423,51.18479922318633,171,Worn,Healthy,Normal
2024-01-11,1.6620419846973975,96.14917719583684,411.6153899984702,0.8805838144420434,65.15499761247976,188,Fair,Healthy,Normal
2024-01-12,1.9656400595580994,91.60782476777362,413.45393812074394,0.8665631715701781,64.8777256356118,202,Worn,Healthy,Normal
2024-01-13,1.260412881077355,98.14341023336183,409.46832512996986,0.7901896687959664,64.06262911197099,224,Good,Healthy,Normal
2024-01-14,2.1781200142854114,99.27989878419666,420.0176644894601,0.8680818012523817,56.774401226974376,248,Fair,Healthy,Normal
2024-01-15,1.680697802754207,115.38036566465969,414.82086980445024,0.9282321827907003,46.901274479551276,257,Good,Healthy,Normal
2024-01-16,1.910951252187612,100.87047068238171,413.5049632476707,0.8545880388267751,50.06215542699554,275,Good,Healthy,Normal
2024-01-17,1.390164056081244,103.57112571511746,422.3894702237076,0.8240864890863177,55.95753198553406,289,Worn,Healthy,Normal
2024-01-18,1.2491214782077318,109.15402117702074,416.64375554829843,0.8235119898116481,62.56633716556678,305,Fair,Healthy,Normal
2024-01-19,1.5485387746740202,109.68644990532889,411.48973453061325,0.8336168926701115,58.03945923433921,322,Worn,Healthy,Normal
2024-01-20,0.7682425259339407,102.96120277064576,416.3052763608994,0.850255672832123,58.82706433312426,331,Good,Healthy,Normal
2024-01-21,0.7923146289747929,95.79354677234642,413.28642741736616,0.809886136538919,59.19357144166995,347,Good,Healthy,Normal
2024-01-22,1.7020254284072691,118.8618590121053,415.8728890641592,0.8628775195361382,59.62777042116917,364,Fair,Healthy,Normal
2024-01-23,0.5406143923504793,99.73486124550783,415.30115104970514,0.95,59.03819517609439,373,Worn,Healthy,Normal
2024-01-24,1.6507736711668062,99.65288230294756,409.15660981190234,0.907141140725751,63.75966516343387,383,Worn,Healthy,Normal
2024-01-25,1.8955159735215235,90.9061254520526,422.0139715546805,0.7799074468603859,62.93428546900135,406,Good,Healthy,Normal
2024-01-26,2.595227812904989,90.09463674869312,412.1685113519861,0.854982568254382,57.482621729419,428,Good,Healthy,Normal
2024-01-27,0.7246682844669337,100.68562974806028,409.6884814313695,0.873679621531759,55.402878828830985,448,Worn,Healthy,Normal
2024-01-28,2.27496720250877,92.16746707663764,413.3896924189716,0.8906758608684835,53.84567841783022,469,Worn,Healthy,Normal
2024-01-29,1.6137299673020646,113.07142754282428,406.96258382719384,0.8592316929266152,61.29941397124212,493,Good,Healthy,Normal
2024-01-30,1.8909114358886552,87.63049289121918,408.3977169345786,0.8760970782808448,61.48492336616593,507,Fair,Healthy,Normal
2024-01-31,1.6252464251729384,103.46448209496975,411.59987639210755,0.8616126848580502,61.46536236649341,519,Good,Healthy,Normal
2024-02-01,1.142824290986816,118.65774511144757,417.36916460455893,0.7904348251398675,63.28276804316915,531,Worn,Healthy,Normal
2024-02-02,1.0126591648863392,107.87084603742451,420.79297789503704,0.8089658840824144,64.8168806462216,553,Good,Healthy,Normal
2024-02-03,1.7063904634682492,108.2206015999449,424.48396491326974,0.8377305941998564,56.23131917821255,566,Worn,Healthy,Normal
2024-02-04,1.0552427851872384,91.84189715034562,414.6144914529295,0.8670575987408322,61.3834539966501,583,Good,Healthy,Normal
2024-02-05,1.9135916245180118,100.13001891877907,422.2676703857866,0.8367671583381022,73.6008458329481,593,Fair,Healthy,Normal
2024-02-06,1.812833673882503,91.42842443583717,409.64553750969446,0.8741236207621592,58.88268607337075,612,Worn,Healthy,Normal
2024-02-07,1.857000247046046,104.73237624573545,414.63585543671564,0.8076603140965797,52.42576387657068,622,Worn,Healthy,Normal
2024-02-08,1.2767425239664894,108.56398794323472,416.07046872065104,0.7877130610644005,60.86590462925591,643,Good,Healthy,Normal
2024-02-09,1.6926586898644185,91.16142563798867,415.7686255297276,0.8529104359223,54.28514851084688,662,Fair,Healthy,Normal
2024-02-10,1.6788936801741416,105.60784526368235,420.4152562158764,0.9026901026017451,53.111653160214544,681,Fair,Healthy,Normal
2024-02-11,1.0310874800424386,105.1503526720866,417.56892975456105,0.8757523843153023,79.26365745327361,689,Worn,Healthy,Normal
2024-02-12,1.7854452553465836,111.35565640180599,419.770008817466,0.8825695625652898,58.423653776798275,700,Fair,Healthy,Normal
2024-02-13,1.8794846102466338,92.27174785462428,413.81590696629996,0.8257318226085448,60.40937069693161,710,Worn,Healthy,Normal
2024-02-14,2.6573292833367543,81.32734807408252,418.4313009518726,0.7693642064405174,57.64034067105283,734,Good,Healthy,Normal
